"""The Red Woman"" is the first episode of the sixth season of Game of Thrones. It is the fifty-first episode of the series overall. It premiered on April 24, 2016. It was written by David Benioff & D.B. Weiss and directed by Jeremy Podeswa.
",1
"At Castle Black, Thorne defends his treason while Edd and Davos defend themselves. Sansa and Theon race the cold and the hounds.
",1
Brienne and Podrick meet Sansa and Theon.,1
"Ramsay and Maester Wolkan attend to the dead body of Myranda. Ramsay remembers the first time he met her, stating that while other people were afraid of him, she wasn't. The Maester asks if they should bury her or construct a funeral pyre. Ramsay says she is good meat and they should feed her to the hounds.
",1
"Theon and Sansa, having survived the fall from Winterfell's wall, run through the Wolfswood realizing there are already men with hounds chasing them. Theon tries to hide their scent by crossing a river. Guiding a frightened Sansa, they make it across and hide by a fallen tree with Theon hugging Sansa to try to keep her warm. Hearing the dogs still after them, Theon tries to lead them away, telling Sansa to keep heading north for Jon and Castle Black. A group of Bolton men sent by Ramsay, with the Bastard's Girls, find them. Theon claims Sansa was hurt when they jumped and he left her to die, but the dogs find her. The leader mocks Theon over what Ramsay will do to him now and prepares to bring them back to Winterfell. Brienne and Podrick arrive and a fight begins. Brienne kills most of them while Podrick displays the techniques she taught him, managing to kill one. He is then attacked by another and briefly holds his own before being knocked down but Theon grabs a sword and kills the Bolton man. Sansa accepts Brienne into her service. Where they go next is uncertain.
",1
"Roose Bolton meets with Ramsay afterward and asks if preemptively assaulting the struggling army of Stannis Baratheon makes him feel like a ""winner"" now that they've lost Sansa. A Lannister army marching north could easily overwhelm the Bolton troops at Winterfell and the Dreadfort. Ramsay assures his father they will recapture Sansa as he's sent his best men to find her. Roose continues that they need her to rally the north against the Lannisters, if need be, and subtly warns Ramsay that if he fails to recapture her, his unborn brother will become his heir.
",1
"In Braavos, Arya faces The Waif",1
"Arya is blind and begs for money in the streets, when the Waif approaches her with two fighting sticks, and gives her one. Arya explains that she can't fight because she's blind, the Waif answers ""that's not my problem"" and starts beating her. Arya poorly tries to defend herself but fails miserably. The Waif stops and says that they'll meet tomorrow.
",1
Varys and Tyrion walking through Meereen.,1
"Varys and Tyrion are seen walking through the city, dressed as merchants. After coming upon a starving woman and her baby, Tyrion offers a coin, saying the money is for the baby, to eat. His poor Valyrian frightens the woman who thinks that he wants to eat her baby. Varys intercedes, explaining to the woman the money is so the baby can eat. The relieved woman accepts Tyrion's generosity.
",1
"As they continue their walk through the city, Tyrion states that they need to find the leader of the Sons of the Harpy in order to bring peace to Meereen. Varys said that his spies have been sent all over the city, and that soon they will bring him information. Their conversation is interrupted by a crowd of screaming people running from a huge cloud of smoke. The two make their way towards the origin of the smoke: all the ships in the harbor have been set aflame.
",1
Daenerys is captured and offered to Khal Moro.,1
