"Game of Thrones is an American  fantasy drama television series created by David Benioff and D. B. Weiss. It is an adaptation of A Song of Ice and Fire, George R. R. Martin's series of fantasy novels, the first of which is A Game of Thrones. The show is filmed in Belfast and elsewhere in Northern Ireland, Canada, Croatia, Iceland, Malta, Morocco, Scotland, Spain, and the United States.[1] The series premiered on HBO in the United States on April 17, 2011, and its seventh season ended on August 27, 2017. The series will conclude with its eighth season, which will premiere on April 14, 2019.[2][3]
",0
"Set on the fictional continents of Westeros and Essos, Game of Thrones has several plots and a large ensemble cast, but follows three story arcs. The first arc is about the Iron Throne of the Seven Kingdoms, and follows a web of alliances and conflicts among the noble dynasties either vying to claim the throne or fighting for independence from it. The second story arc focuses on the last descendant of the realm's deposed ruling dynasty, who has been exiled and is plotting a return to the throne. The third story arc follows the Night's Watch, a longstanding brotherhood charged with defending the realm against the ancient threats of the fierce peoples and legendary creatures that lie far north of The Wall, and an impending winter that threatens the realm.
",0
"Game of Thrones has attracted record viewership on HBO and has a broad, active, international fan base. It has been acclaimed by critics, particularly for its acting, complex characters, story, scope, and production values, although its frequent use of nudity and violence (including sexual violence) have been criticized.  The series has received 47 Primetime Emmy Awards, including Outstanding Drama Series in 2015, 2016, and 2018, more than any other primetime scripted television series. Its other awards and nominations include three Hugo Awards for Best Dramatic Presentation (2012–2014), a 2011 Peabody Award, and five nominations for the Golden Globe Award for Best Television Series – Drama (2012 and 2015–2018).
",0
"Of the ensemble cast, Peter Dinklage has won three Primetime Emmy Awards for Outstanding Supporting Actor in a Drama Series (2011, 2015 and 2018) and the Golden Globe Award for Best Supporting Actor – Series, Miniseries or Television Film (2012) for his performance as Tyrion Lannister. Lena Headey, Emilia Clarke, Kit Harington, Maisie Williams, Nikolaj Coster-Waldau, Diana Rigg, and Max von Sydow have also received Primetime Emmy Award nominations for their performances.
",0
"Game of Thrones is roughly based on the storylines of A Song of Ice and Fire,[4][5] set in the fictional Seven Kingdoms of Westeros and the continent of Essos. The series chronicles the violent dynastic struggles among the realm's noble families for the Iron Throne, while other families fight for independence from it. It opens with additional threats in the icy North and Essos in the east.[6]
",0
"Showrunner David Benioff jokingly suggested ""The Sopranos in Middle-earth"" as Game of Thrones' tagline, referring to its intrigue-filled plot and dark tone in a fantasy setting of magic and dragons.[7] In a 2012 study of deaths per episode, it ranked second out of 40 recent U.S. TV drama series (with an average of 14).[8]
",0
"The series is generally praised for what is perceived as a sort of medieval realism.[9][10] George R.R. Martin set out to make the story feel more like historical fiction than contemporary fantasy, with less emphasis on magic and sorcery and more on battles, political intrigue, and the characters, believing that magic should be used moderately in the epic fantasy genre.[11][12][13] Martin has stated that ""the true horrors of human history derive not from orcs and Dark Lords, but from ourselves.""[14]
",0
"A common theme in the fantasy genre is the battle between good and evil, which Martin says does not mirror the real world.[15] Just like people's capacity for good and for evil in real life, Martin explores the questions of redemption and character change.[16] The series allows the audience to view different characters from their perspective, unlike in many other fantasies, and thus the supposed villains can provide their side of the story.[13][17] Benioff said, ""George brought a measure of harsh realism to high fantasy. He introduced gray tones into a black-and-white universe.""[13]
",0
"In early seasons, under the influence of the A Song of Ice and Fire books, main characters were regularly killed off, and this was credited with developing tension among viewers.[18] In later seasons, critics pointed out that certain characters had developed ""plot armor"" to survive in unlikely circumstances, and attributed this to Game of Thrones deviating from the novels to become more of a traditional television series.[18] The series also reflects the substantial death rates in war.[19][20]
",0
"Although the first season closely follows the events of the first novel, later seasons have made significant changes. According to David Benioff, the series is ""about adapting the series as a whole and following the map George laid out for us and hitting the major milestones, but not necessarily each of the stops along the way"".[21]
",0
"The novels and their adaptations base aspects of their settings, characters, and plot on events in European history.[22] Most of Westeros is reminiscent of high medieval Europe, from lands and cultures,[23] to the palace intrigue, feudal system, castles, and knightly tournaments. A principal inspiration for the novels is the English Wars of the Roses[24] (1455–85) between the houses of Lancaster and York, reflected in Martin's houses of Lannister and Stark. The scheming Cersei Lannister evokes Isabella, the ""she-wolf of France"" (1295–1358);[22] Isabella and her family (particularly as portrayed in Maurice Druon's historical-novel series, The Accursed Kings) were also a main inspiration for Martin.[25]
",0
