"""The Wars To Come"" is the first episode of the fifth season of Game of Thrones. It is the forty-first episode of the series overall. It premiered on April 12, 2015. It was written by David Benioff & D.B. Weiss and directed by Michael Slovis.
",1
"Cersei and Jaime adjust to a world without Tywin. Varys reveals a conspiracy to Tyrion. Dany faces a new threat to her rule. Jon is caught between two kings.
",1
"Young Cersei and Melara, in the Prologue flashback",1
"A young Cersei Lannister and her wary tag-along Melara Hetherspoon are creeping through the woods of the Westerlands. Melara doesn't want to continue, but young Cersei eggs her on. They reach a hut within the woods, which belongs to a Woods witch named Maggy. Unafraid, Cersei walks in first. Upon meeting this ""witch,"" Cersei demands to have her future read. Maggy is hesitant at first, but after Cersei threatens to have her eyes gouged out, the witch mirthfully relents. She says she will need a drop of Cersei's blood, so Cersei pricks her finger on a dagger. Maggy tastes her blood and offers the young girl three questions. Cersei's first question was if she will marry the prince. Maggy says she will not marry the prince, though she will marry the king, and become queen. She then asks if she and the king will have children, and Maggy tells her that the king will have twenty children, but she will have three: gold will be their crowns - and gold their burial shrouds (indicating that all three will predecease their mother). Finally, she tells Cersei that her reign will not last: she will be queen, but eventually a younger and more beautiful queen is fated to take her place, along with everything she holds dear.
",1
Cersei kissing her deceased father Tywin.,1
"In the present, Cersei arrives at the Great Sept of Baelor to pay respect to her deceased father Tywin. Once inside the Sept, she chastises her brother Jaime for freeing their brother Tyrion and indirectly causing their father's death. At Tywin's wake, Cersei is approached by Lancel Lannister. He has become a devout member of the Sparrows, a religious cult, and asks Cersei's forgiveness for their adulterous relationship, as well as getting her husband Robert Baratheon obscenely drunk on the day he died. Cersei mocks Lancel, denies any knowledge of her husband's murder, and shrugs him off.
",1
Loras in bed with Olyvar.,1
"While in bed together, Loras and the male prostitute Olyvar contemplate a birthmark on Loras's thigh which looks a little like Dorne. Margaery walks in on them, complains about his lack of discretion and sends Olyvar away. Loras retorts that since his sexuality is an open secret anyway, there isn't much point in discretion. He also opines that as Tywin is dead, no one will force Cersei to marry him anymore. He points out how this will leave Cersei in King's Landing, free to harass Margaery. Margaery simply replies with ""perhaps.""
",1
"In Pentos, Varys speaks to Tyrion about his future.",1
"Tyrion arrives in Pentos, with the aid of Varys, who lets him out of the crate he’d been hiding in for the entire journey. Varys tells Tyrion that he and Illyrio Mopatis had worked together in secret to restore House Targaryen to the rule of Westeros, but that their errors have left them in Pentos, unable to return to King's Landing. Tyrion has descended into bitterness and self-loathing, seemingly determined to drink himself to death, but Varys angrily snaps him out of his self pity, telling Tyrion that he still has talents that may yet be of use; talents that he could use to seat the right candidate on the Iron Throne. Varys states that Westeros is mired in chaos and on the brink of ruin; the Seven Kingdoms require a ruler, one stronger than Tommen yet gentler than Stannis, beloved by the people, able to please the common folk and keep the nobility in line. When Tyrion retorts that such a man does not exist, Varys points out that he never said this ruler would be a man. Varys offers Tyrion the choice of either drinking himself to death in Pentos, or travelling with him to Meereen to meet and negotiate with Daenerys Targaryen. After a moment, Tyrion agrees.
",1
"The Unsullied topple the large golden harpy from the top of the Great Pyramid in Meereen to show the Meereenese people they are under Targaryen rule now and their old traditions are gone. One of the Unsullied, White Rat, is seen walking into a brothel and pays a prostitute to lie with him and comfort him. While he lies in bed, his throat is slashed by a member of the Sons of the Harpy, a resistance group operating in Meereen. Upon being presented with the murderer's mask (left at the scene), Daenerys orders Grey Worm to find those responsible, and for the murdered soldier to be buried in the Temple of the Graces as a statement.
",1
Dany attempts to visit her dragons.,1
"Hizdahr zo Loraq and Daario Naharis return to Meereen and declare that their mission to Yunkai has been successful, and that the Wise Masters will turn over power to a council of former slaves and former slave owners. In exchange, the Wise Masters have asked that Daenerys consent to the reopening of the fighting pits, an arena where slaves used to fight to the death. Daenerys denies the request. Later, Daario convinces her to reconsider, as his youth fighting in the pits gave him the fighting skills necessary for him to join the Second Sons, where he met Daenerys. Upon hearing that Drogon hasn't been seen in weeks, Daario muses on the irony of a dragon-queen with no dragons.
",1
"Later, Daenerys attempts to visit Viserion and Rhaegal, whom she locked underground in the Meereenese catacombs to prevent them from killing innocents or fleeing (both of which Drogon did). When she approaches them, they attempt to attack her, forcing her to briskly escape the room.
",1
"Littlefinger, Sansa, Sweetrobin Arryn, and Lord Royce at Runestone in the Vale.",1
