"At The Twins, Walder Frey presides over the second feast that he has organized in a fortnight. Lord Frey has summoned every Frey who took part in the Red Wedding under the pretext of revealing his plans. Walder orders the servants to serve them wine from the Arbor but harshly tells his latest wife Kitty Frey that he is not wasting any wine on ""a damn woman"". Walder thanks his family for helping him to slaughter the Starks and details the violent deaths of King Robb Stark, his wife Talisa Stark, their unborn child, and Lady Catelyn Stark, much to the nervous laughter of his family.
",1
Arya feigns Walder's identity as she kills his offspring.,1
"However, when the Freys begin to choke from poisoned wine, Walder chides them for not killing all the Starks. Walder remarks, ""Leave one wolf alive, and the sheep are never safe,"" as his family members die around him. ""Walder"" then reveals himself as a disguised Arya Stark, who has exacted vengeance on those who arranged the massacre of her mother and brother at the Red Wedding. Arya spares Walder's surviving wives and the servants. She tells them, ""The North remembers. Tell them winter came for House Frey.""
",1
Arya meets up with kindly Lannister soldiers.,1
"Later, Arya, having acquired a horse, is riding south when she stumbles upon a group of Lannister soldiers who have been sent to the Twins to keep law and order. The soldiers are singing ""Hands of Gold"" and offer to share rabbit meat for dinner. When the soldiers ask why she is riding south, Arya tells them that she is traveling to King's Landing. Arya learns from the soldiers that the Great Sept of Baelor and its surroundings have been destroyed and that the Red Keep has been essentially sealed. The young soldiers insist that she join them around the campfire to eat and rest. When she asks about their adventures, the soldiers admit that they are homesick and once they left home they wished to return to their families. The young soldier offers her blackberry wine while his brother in arms asks why she is traveling south. Arya tells them that she is going to kill the Queen. Thinking that she is joking, they all burst out laughing. Arya smiles and laughs with them.
",1
"Elsewhere, Sandor Clegane is riding north with the Brotherhood Without Banners, through thick snow. They decide to take shelter for the night at an abandoned home but Sandor, recognizing the house, declares it unsafe. Beric Dondarrion dismisses Sandor's unease and orders that they set up camp for the night. The men enter the house where they discover the corpses of the Farmer and his daughter Sally, whom he and Arya Stark had encountered two years prior following the Red Wedding. It appears that the father killed his daughter and himself so that they would not starve to death.
",1
"Sandor recalls seeing Beric at the tournament at King's Landing, and wonders aloud why Beric keeps getting resurrected, as there's nothing special about him. Beric confides that he does not know what R'hllor, the Lord of Light, is telling him. Sandor remarks that he does not believe in divine justice, citing the fate of the farmer and his daughter. Despite Sandor's fear of flames, Thoros tells him to look into the fire. He tells him that only the fire can show him what the Lord of Light wants him to see. At first, Sandor can only see burning logs, but then, to his own shock, he sees a Wall of Ice. He also sees a castle where the Wall meets the sea, a mountain that looks like an arrowhead, and thousands of the dead marching past. Beric asks Sandor if he now believes that they are here for a reason.
",1
Sandor buries Sally and her father.,1
"Later, Thoros finds Sandor burying the dead farmer and his daughter Sally in the snow. Thoros deduces that Sandor knew the dead, but Sandor admits that he doesn't. The two of them bury the bodies together, and Sandor attempts to deliver an epitaph to the Seven, but can't remember the rest of the verse. Instead, he simply tells the dead that they deserve better.
",1
Alys Karstark and Ned Umber renew their Houses' vows of fealty to the Starks.,1
"At Winterfell, the King in the North Jon Snow organizes the defense of the North against the Night King and his army of the dead. He asks that all maesters start searching for dragonglass, stressing it is now more valuable than gold due to its effectiveness against the White Walkers. Jon also requests that Tormund and his people man Eastwatch-by-the-Sea as Tormund and the other wildlings were present at Hardhome and have seen the Night King and Tormund agrees to defend this castle. Jon orders for all able-bodied men and boys aged 10 to 60 in his kingdom to be trained in combat in order to defend against the encroaching threat of the White Walkers. Because having only half of the population in the North fighting the White Walkers is not enough, he also orders that every woman and girl should also be trained and equipped as well. When Robett Glover balks at the idea of arming his young granddaughter, Lady Lyanna Mormont remarks that she certainly will not remain idle and volunteers to help, giving her assurance that every girl on Bear Island will be trained alongside the boys. The words of the young lady once more remind the older lords of their place and they agree.
",1
"The next order of business is the possibility of the Walkers getting past the wall; if they do, Jon notes that the first obstacles they encounter will be the castles of Last Hearth and Karhold, the seats belonging to the two Northern houses that fought alongside the Boltons. Lord Yohn Royce opines that the castles should be demolished for their lords' treachery, but  Sansa Stark interjects that Last Hearth and Karhold committed no crimes and urges her half-brother to instead strip the Umbers and Karstarks of their castles as punishment for turning against the Starks. However, Jon advocates forgiveness and insists that children will not be punished for the crimes of their fathers. Despite Sansa's continued insistence, Jon insists his decision is final and she reluctantly obliges. Jon then summons Ned Umber and Alys Karstark - both of whom are children who obviously played no part in their father's betrayal and are clearly terrified of what will happen to them. He asks them to reaffirm their loyalty to House Stark. They oblige and kneel before King Jon. Jon says that the mistakes of the past don't matter anymore. Petyr Baelish watches the proceedings with a smile.
",1
"In private, Jon chides Sansa for questioning his decision-making in front of the other lords and ladies. He tells Sansa that while she is his sister and she can question his decisions, doing so when he is publicly addressing the Northern lords and ladies undermines his position with them. When Sansa responds that the late Joffrey Baratheon did not tolerate dissent, Jon reassures her that he is not Joffrey. Sansa tells Jon that she knows he is nothing like Joffrey and assures Jon that he is good at leadership, but she wants him to be wiser than their late father and brother. She confides that their father sought to protect her from the harshness of reality, including swearing. Maester Wolkan then delivers a message from the newly-crowned Queen Cersei Lannister; though she is apparently not opposed to House Stark reclaiming the North from House Bolton, she demands that they submit to her authority. While Jon is preoccupied with preparing to fight the Night King, Sansa warns him not to underestimate Cersei.
",1
Brienne trains Podrick.,1
"Later, Brienne of Tarth and Podrick Payne spar with swords. Podrick is struggling and Tormund tells him that he has long to go. Petyr and Sansa are watching Brienne and Podrick sparring. Sansa dismisses Petyr's attempts to get under her skin by stating that she is safe at Winterfell and has Brienne as her sworn shield. She retorts that she only wants peace and quiet when he prods her that she looks unhappy. Brienne, having seen what is going on with Sansa and Petyr, moves over to intervene, and Baelish scurries off. When Brienne asks why Petyr is still at Winterfell, Sansa replies that the Knights of the Vale helped to turn the tide of the Battle of the Bastards. However, Sansa is confident that she knows what Petyr wants.
",1
Meera and Bran approach the Wall.,1
"Beyond the Wall, a column of White Walkers riding undead horses leads a horde of Wights through a snowstorm. Their numbers include at least three undead Giants. Meanwhile, Bran Stark and Meera Reed reach the gate beneath Castle Black. They are greeted by the Acting Lord Commander Eddison Tollett and several armed Black Brothers. Edd asks if they are Wildlings, but Meera introduces herself and Bran. When Edd asks them to verify their identities, Bran responds by ""recognizing"" Edd from the conflicts at the Fist of the First Men and Hardhome, observing that he has seen the army of the dead. Edd decides to bring the two of them inside, glancing nervously at the increasingly hostile lands beyond the Wall.
",1
"At King's Landing, Queen Cersei shows Jaime Lannister a giant map of Westeros she is having painted on a floor. Jaime has not spoken since his return due to his anger with Cersei over the death of their youngest son, the late King Tommen Baratheon. Cersei tells Jaime that their estranged brother Tyrion Lannister has returned with Queen Daenerys Targaryen at the head of an armada. Jaime thinks that Daenerys will land her forces at the fortress of Dragonstone: the Targaryen princess is likely to be drawn to her birthplace, the castle is unoccupied since Stannis Baratheon abandoned it for his doomed campaign in the north,  and more importantly, the deep water around the island will allow her fleet to make anchor. Cersei notes that they have enemies in the south, west, and north: Dorne, the Tyrells and the Starks, respectively.
",1
Cersei and Jaime discuss Tommen's death.,1
"While Cersei has dreams of ushering in a long dynasty, Jaime tells Cersei that they are losing the war, and with all their children dead, not to mention the deaths of Kevan and Lancel in the Great Sept explosion, there is no Lannister line to inherit the Iron Throne. When Jaime asks Cersei about Tommen, she responds angrily that he betrayed them. Cersei adds that they are the only living Lannisters who count. Jaime tells her that they need allies and reports that House Frey has been exterminated. Cersei angrily reminds him that she has been listening to their father's counsel for the past forty years and has learned some things.
",1
"A large Ironborn fleet bearing the sigil of House Greyjoy sails into King's Landing. Cersei tells Jaime that she is planning to forge an alliance with Euron Greyjoy. Jaime criticizes her decision and points out that the Greyjoys are oath breakers and ""bitter killers."" In the throne room, Queen Cersei and Jaime host Euron. Seeking revenge against Yara and Theon Greyjoy for running away with part of the fleet, Euron proposes that they join forces to murder their enemies, including Tyrion.
",1
Cersei and Jaime hold an audience to Euron.,1
"When Jaime questions Euron's legitimacy and trustworthiness, Euron talks about the Greyjoy Rebellion and praises Jaime's swordsmanship, while subtly inferring to Cersei Jaime's loss of a hand makes him inadequate for the wars ahead. Euron adds that he went into exile because of the Greyjoy Rebellion and has returned a feared and experienced pirate captain, and boasts that the Iron Fleet is the greatest fleet that Westeros has ever seen and a military asset that would let the Lannisters reclaim control of the seas. Euron proposes to marry Cersei to seal a marriage pact. Cersei declines due to Euron's history of oath-breaking and his role in murdering his brother Balon Greyjoy. Neither fazed or disappointed, Euron promises that when he returns to King's Landing, he will deliver his ""finest gift"" to Cersei.
",1
Samwell asks for access to the restricted section.,1
"At the Citadel in Oldtown, Samwell Tarly is assigned menial work. His duties include serving the Maesters' meals, emptying their chamber pots, and shelving books. While browsing through the library, he stares at a book behind a locked grate in the restricted section. Later, Samwell helps Archmaester Ebrose to dissect a corpse. Samwell asks the Archmaester if he has read his proposition. In light of what he has seen in the North, Samwell asks for permission to read the restricted section. When Samwell says that he has truly seen the Army of the Dead, the Archmaester responds that Maesters are naturally critical.
",1
"Still, he accepts Samwell's claim because the stories about the Long Night are corroborated in a number of sources. The Archmaester reminds him that Maesters are guardians of knowledge and history. Still, the Archmaester believes that the Wall will not fall because it has stood for millennia. He tells Sam to finish his job. Later that night, Samwell steals a Master's key and enters the forbidden section.
",1
Samwell reads for information on dragonglass.,1
